Entity1,Entity2,GPT_only_response,GPT_Travily_response,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
Brand: Kingston  Title: Kingston DataTraveler 20 USB Flash Drive 2.0 64GB  Price: 8.39 GBP  Description: The Kingston DataTraveler 20 USB Flash Drive 2.0 64GB is a great value USB 2.0 for a wide range of devices,Brand: Kingston  Title: Kingston DataTraveler 104 16GB USB 2.0  Price: 558 EUR,"('No, 90%',)","('No, 85% certain.',)",0,0,0
" Title: Samsung Galaxy A51 4GB 128GB 6.5″ Azul  Price: 299 EUR  Description: Octa Core, 4GB, 128GB, 6.5"", 48 + 12 + 5 + 5 MP, 32 MP, NFC", Title: Samsung A515 Galaxy A51 Dual Sim (black) -128 GB - EU,"('Yes, 90%',)","('Yes, 95%',)",0,1,1
"Brand: SRAM  Title: SRAM Cassette PG-820 11 32 8 Speed  Price: 1190.0 INR  Description: Features:Shimano-compatibleSpecification:Cassette Body TypeShimano SRAM 8, 9, 10 SpeedCassette Cogs11-12-14-16-18-21-26-32Drivetrain Speeds8Range11-32", Title: Sunrace CS-M66 Cassette 11-32t  Price: 21.98 USD  Description: 8-speed cassette. Super Fluid Drive technology. Steel cogs and lock ring. Nickel. ~ 350g. SHIMANO Equivalent CS-HG50   CS-HG51   CS-HG41 TECH SPECSRange11-32t Gears8spCogs11-13-15-18-21-24-28-32 ColorNickelWeight,"('No, I am 90% certain.',)","('No, 85%',)",0,0,0
" Title: TAG Heuer Formula 1 Chronograph Quartz Black Dial Men's CAZ101  Price: 152 USD  Description: We serve hundreds of thousand customers yearly. We provide guaranteed free delivery and world-class customer support service. Strict Quality control and timely manner delivery is our utmost policy. At Cloudwatches replica watches shop, each order is shipped with strict quality control and manually reviews at each step of packaging whereas customer's database is kept with world top security. Therefore you can be sure of your purchase from the step of logging into your account until your package delivers at your doorstep. Here in our online store, purchase top quality replica TAG Heuer Formula 1 Chronograph Quartz Black Dial Men's CAZ101 watches at Cloudwatches.co.Replica Watch DetailsBasic InfoReference number CAZ101V.BA0842Brand TAG HeuerModel Formula 1 QuartzMovement QuartzGender Men's watch UnisexCaliberMovement Quartz", Title: TAG Heuer Formula 1 Indy 500 Limited Edition Watch 43mm Mens Watch CAZ101V.BA0842  Price: 1400.0 GBP,"('No, 80%',)","('No, 90%',)",1,0,0
 Title: BlueSolar PWM-Light 12 24V-30A  Price: 82.05 AUD  Description: SCC010030020, Title: BlueSolar PWM-Pro Charge Controller 12 24V-5A  Price: 33.60 GBP  Description: https:  cdn.shopify.com s files 1 0176 6686 7264 files logo_kleur.jpg?v=1579347043,"('No, 75%',)","('No, I am 95% certain.',)",0,0,0
" Title: HIKVISION DS-2DE4A225IW-DE 2MP IP-POE MINI PTZ 25X ZOOM 50M IR  Description: The Hikvision DS-2DE4A225IW-DE is a 2MP Mini PTZ camera with a 5mm - 75mm lens that allows optical zooming up to 25x. This camera has infra-red LEDs that are effective up to 50m and also works in ultra low light environments by using a range of image enhancing features: wide dynamic range (WDR), highlight back light compensation (HLC BLC), 3D digital noise reduction technology (3D DNR) and electronic image stabilization"," Title: HIKVISION DS-2CD1123G0E-I-2MP  Price: 182.00 AED  Description: 1 2.8\"" progressive scan CMOS 3D DNR (Digital Noise Reduction) 1920 x 1080@30fps Up to 30 m IR range 2.8 mm 4 mm 6 mm fixed lens PoE (Power over Ethernet) H.265+, H.265, H.264+, H.264 IP67, IK10 Dual stream Digital WDR (Wide Dynamic Range)","('No, 90% certain.',)","('No, 90%',)",0,0,0
" Title: Johnnie Walker, 12 Y - Black Label  Price: 39.90 EUR", Title: Johnnie Walker Black Label 12 yr Scotch 750  Price: 45.00 USD  Description: A blended scotch that speaks for itself.,"('Yes, 90%',)","('Yes, 95%',)",0,1,1
" Title: 250 Rounds of 1 ounce #8 shot 12ga Ammo by Winchester  Price: 72.95 USD  Description: If you’re a skeet shooter you understand the importance of high volume shooting. Not only do you go through ammunition on the course working on achieving higher scores but you also go through a great deal during target practice. After all, you’re not going to improve your scores without practice, and that means more trigger time. If you want to be a high volume shooter you should make sure you keep your gun loaded with well-made ammunition, and with Winchester, you can be confident that’s what you’re getting. These Winchester rounds are made for your 12-gauge shotgun. Each round is 2 ¾” long and has a 1 ounce load, which provides substantial power for propelling the buckshot within towards your target with destructive force. Larger loads such as 1 ¼ ounce create significantly more felt recoil, which can make target re-acquisition more difficult. These hulls contain #8 buckshot which is a popular size for shattering clays. Each round leaves the barrel of your shotgun at a muzzle velocity of 1200 feet per second. This ammunition is made by Winchester for target shooting and shattering clays. When you order this box of ammunition from Winchester you get 250 rounds, which is enough to keep you well stocked for some serious target practice with your shotgun. With 250 rounds you can get out on the skeet course or spend time practicing to improve future scores. This ammunition is also great for punching holes in paper. Winchester has been in business since 1866, and all ammunition is made in the U.S. just as it always has been. Place your order today and give your shotgun a substantial meal."," Title: 12 GAUGE WINCHESTER SUPER TARGET 2-3 4\"" #8 SHOT (25 ROUNDS)  Price: 10.25 USD  Description: This trap and skeet load from Winchester's Super Target series delivers reliable clay-busting performance with every shot. Each shell in this box of 25 fires a one ounce column of #8 shot at a muzzle velocity of 1,180 feet per second, producing nice tight patterns without punishing recoil.Winchester Super Target shells are loaded in Oxford, Mississippi and use high quality powder and hinged wads that provide better accuracy.Place an order for $99 or more and enjoy free shipping from AmmoMan.com!","('No, 85%',)","('No, 85%',)",1,0,0
" Title: Tissot T-Race Chronograph Cycling Chronograph  Price: 6.75E2 CAD  Description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans! This sporty watch features many details inspired by racing bikes with a fitting aerodynamic and ergonomic design. The large hands make time precise and easy to read. It has a sporty dial with three counters on a black tar effect background, illustrating the roads. Details of the bicycles, such as the fork in the frame, are reflected in the bracelet and lugs, while the outside of the dial and the tachymeter bezel represent the wheel, that is set on a carbon ring. Features go all the way to brake levers integrated in the pushers and the cassette on the case back and on the crown. The back of the bracelet reminds us of the chain.It’s time to grab your bike, your watch and be on your way!SPECIFICATIONSBrand:TissotSKU:T111.417.37.441.04Size:44.5mmCase:Stainless SteelColour:Black, Orange, GreyDial Colour:Black, GreyHands Colour:Black, OrangeStrap Width:18mmStrap Material:SiliconeMovement:SwissQuartzCrystal:SapphireWatch Features:SixHand Movement, Date Display, Chronograph,TachymeterWater Proof:10ATM 100MWarranty:2 Years. More Information ClickhereQuestions about Shipping and Returns? Clickhere."," Title: Tissot T111.417.37.441.06 T-Race Cycling Chronograph Black PVD 44mm  Price: 11820000 VND  Description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans ! This sporty watch features many details inspired by racing bikes and there are several choices of colours. The pushers look and operate like brake levers. The colour stripes on the straps and the lugs depict the fork of the bike with the wheel running through in black. Water resistance up to a pressure of 10 bar (100 m   330 ft) Case Material 316L stainless steel case with grey and black PVD coating with carbon composite Length 44.5 Width 44.5 Thickness 11.4 Case options Aluminium bezel, Engraved case back Crystal Scratch-resistant sapphire crystal Dial color bronze Movement Swiss quartz Model ETA G10.212 Caliber 13 1 4''' Caliber Diameter (mm): 29,8 Jewels 4 Battery battery type Renata 394 Dial HMsSD Functions 30-minutes and 1 10 of a second counters, central 60-seconds chronograph hand, ADD and SPLIT functions Strap details Silicone Strap color Black, blue, grey","('Yes, 90%.',)","('Yes, 90%',)",0,1,1
 Title: SPECIALIZED RENEGADE 2BR TIRE 29X2.3  Price: 39.90 EUR," Title: Renegade 2Bliss Ready 29-inch  Price: 55.00 USD  Description: The Renegade 2Bliss Ready tire is suitable for both XC training and racing with its light, grippy, and supple properties. Accordingly, it's perfect for fast accelerations and climbing in hard-pack...","('No, 70%',)","('Yes, 85%',)",1,0,1
" Title: Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm  Price: 11820000 VND  Description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans ! This sporty watch features many details inspired by racing bikes and there are several choices of colours. The pushers look and operate like brake levers. The colour stripes on the straps and the lugs depict the fork of the bike with the wheel running through in black. Water resistance up to a pressure of 10 bar (100 m   330 ft) Case Material 316L stainless steel case with grey and black PVD coating with carbon composite Length 44.5 Width 44.5 Thickness 11.4 Case options Aluminium bezel, Engraved case back Crystal Scratch-resistant sapphire crystal Dial color bronze Movement Swiss quartz Model ETA G10.212 Caliber 13 1 4''' Caliber Diameter (mm): 29,8 Jewels 4 Battery battery type Renata 394 Dial HMsSD Functions 30-minutes and 1 10 of a second counters, central 60-seconds chronograph hand, ADD and SPLIT functions Strap details Silicone Strap color Black, blue, grey"," Title: Tissot T-Race Chronograph Cycling Chronograph  Price: 6.75E2 CAD  Description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans! This sporty watch features many details inspired by racing bikes with a fitting aerodynamic and ergonomic design. The large hands make time precise and easy to read. It has a sporty dial with three counters on a black tar effect background, illustrating the roads. Details of the bicycles, such as the fork in the frame, are reflected in the bracelet and lugs, while the outside of the dial and the tachymeter bezel represent the wheel, that is set on a carbon ring. Features go all the way to brake levers integrated in the pushers and the cassette on the case back and on the crown. The back of the bracelet reminds us of the chain.It’s time to grab your bike, your watch and be on your way!SPECIFICATIONSBrand:TissotSKU:T111.417.37.441.04Size:44.5mmCase:Stainless SteelColour:Black, Orange, GreyDial Colour:Black, GreyHands Colour:Black, OrangeStrap Width:18mmStrap Material:SiliconeMovement:SwissQuartzCrystal:SapphireWatch Features:SixHand Movement, Date Display, Chronograph,TachymeterWater Proof:10ATM 100MWarranty:2 Years. More Information ClickhereQuestions about Shipping and Returns? Clickhere.","('Yes, 95%',)","('Yes, 85%',)",0,1,1
 Title: Fisher & Paykel DE8060P2 8kg Condensing Dryer  Price: 549 AUD  Description: PRODUCT CLASS: REFURBISHED UNIT| PRICING CLASS: REFURBISHED PRICING  11 Dry Cycles Condensing Drying 5 Dryness Levels   4 Temp Settings Keylock   Delay StartDrum Interior Light Reverse Tumble (Wrinkle Free), Title: Fisher & Paykel 8kg Condensor Clothes Dryer  Price: 998 AUD  Description: 8kg Condensing Dryer,"('No, 80%',)","('Yes, 85%',)",1,0,1
 Title: PERFORMER® PREMIUM CHARCOAL GRILL - 22 INCH BLACK  Price: 399.99 USD," Title: Weber 26\"" Performer Premium Charcoal Grill  Price: 569.99 USD  Description: Easy to clean ash collection system. Back lit LCD cook timer. 2 Char Basket charcoal fuel holders. Built-in thermometer. Char Bin storage container. Heavy-duty steel cart frame with wire bottom shelf.","('No, 70%',)","('No, 80% certain.',)",0,0,0
 Title: Seagate Backup Plus Slim 2TB silber, Title: 1TB Backup Plus Slim - Blue  Price: 99.99 NZD  Description: Textured metal finish fits in with modern lifestyle elements.,"('No, 85%',)","('No, 85%',)",0,0,0
" Title: USB DISK KINGSTON 16GB DT MICRO, 3.1, srebrn, kovinski, micro format  Price: 6.33 EUR  Description: USB DISK KINGSTON 16GB DT MICRO, 3.1, srebrn, kovinski, micro format","Brand: Brother  Title: Brother Monochrome LaserBrother MFC-L5900DW Monochrome All-in-One Laser Printer, Copy Print Scan  Price: 399.98 USD  Description: Fast, high-quality printing and copying at up to 42 ppm3.7"" color touchscreen display for easy menu navigation and creation of up to 48 customized shortcutsEasily share with others via built-in wireless or Gigabit Ethernet networking or print locally via USB interfacePrint from scan to mobile devices over a wireless network","('No, 100%',)","('No, 100%',)",0,0,0
"Brand: Seagate  Title: Seagate Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red  Price: 70.99 USD  Description: Backup Plus Slim 2TB USB 3.1 (Gen 1 Type-A) Portable External Hard Drive - Red. The Seagate Backup Plus Slim Portable Drive for Mac is the simple, one-click way to protect and share your entire digital life. Perfect to take on the go, the sleek metal case design allows for the thinnest portable hard drive available with up to 2TB of capacity. It goes anywhere, without getting in your way.", Title: Seagate Backup Plus Slim 2TB silber,"('Yes, 90%',)","('Yes, 90%',)",0,1,1
 Title: Weber 57cm Premium Black Kettle Braai  Price: 4499 ZAR  Description: 57cm Premium Black Kettle Braai - 14401001," Title: Original Kettle Premium Charcoal Grill 22""Black  Price: 229.99 CAD  Description: The authenticity of grilling with charcoal, the classic design recognized by all, and the taste loved around the world. The Original Kettle Premium charcoal grill stays true to the backyard icon while taking it up a notch with an upgraded cleaning system.","('No, 85%',)","('Yes, 90%',)",1,0,1
 Title: APC SUA48RMXLBP3U Smart-UPS XL 48V RM 3U Battery Pack  Price: 939 SGD  Description: APC SUA48RMXLBP3U Smart-UPS XL 48V RM 3U Battery PackModel: SUA48RMXLBP3U,"Brand: APC  Title: APC By Schneider Electric APC Smart-ups 1500va Lcd Rm 2u 120v  Price: 999.99 USD  Description: Apc By Schneider Electric Apc Smart-ups 1500va Lcd Rm 2u 120vAPC Smart-UPS 1500VA LCD RM 2U 120VPower   Device Type:UPS Voltage Output:120 V AC Nominal Power   Voltage Required:120 V AC Nominal; 110 V AC Features:Optional; 1 x SmartSlot; American Power Conversion CorpResettable Circuit BreakersFull time multi-pole noise filtering : 0.3% IEEE surge let-through : zero clamping response time;Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB Cable6 x NEMA 5-15R Width:432 Mm Depth:457 Mm Height:89 Mm Compliant Standards:CSAFCC Part 15 Class AUL 1778UL 1449Header   Model:SMT1500RM2U Power   Provided (W):TBD Power Provided (VA):1500 VA Battery Type:TBD Battery Technology:""Maintenance Free, Sealed, Spill Proof Lead Acid User Replaceable Hot-swappable"" Battery   Run Time:0.12 Hour 1 kW Full Load Interfaces & Connections:USB Output Connector(s):NEMA 5-15P Product Line:Smart-UPS Service & Support Type:3 years repair or replace (excluding battery) and 2 year for battery RoHS:REACH Energy Star Compliant:Y Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSManufacturerAmerican Power Conversion CorpManufacturer Part NumberSMT1500RM2UManufacturer Website Addresshttp:  www.apc.comBrand NameAPCProduct LineSmart-UPSProduct ModelSMT1500RM2UProduct NameSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSProduct TypeLine-interactive UPSPlug Connector TypeNEMA 5-15PReceptacles6 x NEMA 5-15REmergency Power OFFOptionalLoad Capacity (VA)1440 VALoad Capacity (Watt)1000 WInput Voltage110 V ACOutput Voltage120 V ACSerial PortYesUSBYesTotal Number of Expansion Slots1Battery CharacteristicsMaintenance-free, Sealed, Spill-proofBattery ChemistryLead AcidBackup Run Time (Full Load)7 MinuteBackup Run Time (Half Load)26 MinuteMaximum Battery Recharge Time3 HourHot SwappableYesHeight3.5\\""Width17\\""Depth18\\""Rack Height2UForm FactorRack-mountableWeight (Approximate)63 lbPackage ContentsSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB CableCertifications & StandardsCSAFCC Part 15 Class AUL 1778UL 1449Green CompliantYesGreen Compliance Certificate AuthorityREACHGreen Compliance Certificate AuthorityRoHSLimited Warranty3 Year Smart-UPS SMT1500RM2U 1440VA Rack-mountable UPSManufacturerAmerican Power Conversion CorpManufacturer Part NumberSMT1500RM2UManufacturer Website Addresshttp:  www.apc.comBrand NameAPCProduct LineSmart-UPSProduct ModelSMT1500RM2UProduct NameSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSProduct TypeLine-interactive UPSPlug Connector TypeNEMA 5-15PReceptacles6 x NEMA 5-15REmergency Power OFFOptionalLoad Capacity (VA)1440 VALoad Capacity (Watt)1000 WInput Voltage110 V ACOutput Voltage120 V ACSerial PortYesUSBYesTotal Number of Expansion Slots1Battery CharacteristicsMaintenance-free, Sealed, Spill-proofBattery ChemistryLead AcidBackup Run Time (Full Load)7 MinuteBackup Run Time (Half Load)26 MinuteMaximum Battery Recharge Time3 HourHot SwappableYesHeight3.5\""Width17\""Depth18\""Rack Height2UForm FactorRack-mountableWeight (Approximate)63 lbPackage ContentsSmart-UPS SMT1500RM2U 1440VA Rack-mountable UPSCD with SoftwareDocumentation CDInstallation GuideRack Mounting Support RailsSmart UPS Signaling RS-232 CableUSB CableCertifications & StandardsCSAFCC Part 15 Class AUL 1778UL 1449Green CompliantYesGreen Compliance Certificate AuthorityREACHGreen Compliance Certificate AuthorityRoHSLimited Warranty3 Year APC By Schneider Electric APC Smart-ups 1500va Lcd Rm 2u 120v","('No, I am 90% certain.',)","('No, 85%',)",0,0,0
" Title: Tissot T-Race Chronograph Cycling Chronograph  Price: 6.75E2 CAD  Description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans! This sporty watch features many details inspired by racing bikes with a fitting aerodynamic and ergonomic design. The large hands make time precise and easy to read. It has a sporty dial with three counters on a black tar effect background, illustrating the roads. Details of the bicycles, such as the fork in the frame, are reflected in the bracelet and lugs, while the outside of the dial and the tachymeter bezel represent the wheel, that is set on a carbon ring. Features go all the way to brake levers integrated in the pushers and the cassette on the case back and on the crown. The back of the bracelet reminds us of the chain.It’s time to grab your bike, your watch and be on your way!SPECIFICATIONSBrand:TissotSKU:T111.417.37.441.04Size:44.5mmCase:Stainless SteelColour:Black, Orange, GreyDial Colour:Black, GreyHands Colour:Black, OrangeStrap Width:18mmStrap Material:SiliconeMovement:SwissQuartzCrystal:SapphireWatch Features:SixHand Movement, Date Display, Chronograph,TachymeterWater Proof:10ATM 100MWarranty:2 Years. More Information ClickhereQuestions about Shipping and Returns? Clickhere.", Title: Tissot T-Sport T-Race Cycle Watch T1114172744100,"('Yes, 90%',)","('No, 70%',)",0,1,0
Brand: Dier  Title: EPSON WF-C8190   WF-C8690 INK CARTRIDGE XXL MAV  Price: 1005.03 TRY  Description: EPSON C13T04A240  WF-C8190   WF-C8690 yazclar iin Kartu XXL MAV 8000 sayfa," Title: Rolex Datejust 31 Oystersteel 18 ct yellow gold M278343RBR-0019 Replica  Price: 121.5 USD  Description: To buy a Genuine Rolex Datejust 31 Oystersteel 18 ct yellow gold M278343RBR-0019 May cost Several thousands,Yes,It is a good idea to buy one,This Luxury watches is look so good,But if you just want try some other style,or you have no enough budget,I recommend our AAA 1:1 replica watch,perfect functions,1:1 look and only cost you about $150.Basic information for Genuine watchSpecificationsReference: 278343RBRModel case: Oyster, 31 mm, Oystersteel, yellow gold and diamondsOyster architecture: Monobloc middle case, screw-down case back and winding crownDiameter: 31 mmMaterial: Yellow Rolesor - combination of Oystersteel and 18 ct yellow goldBezel: Domed, set with diamondsWinding crown: Screw-down, Twinlock double waterproofness systemCrystal: Scratch-resistant sapphire, Cyclops lens over the dateWater-resistance: Waterproof to 100 metres 330 feetMovement: Perpetual, mechanical, self-windingCalibre: 2236, Manufacture RolexPrecision: -2 +2 sec day, after casingFunctions: Centre hour, minute and seconds hands. Instantaneous date with rapid setting. Stop-seconds for precise time settingOscillator: Syloxi hairspring in silicon with patented geometry. High-performance Paraflex shock absorbersWinding: Bidirectional self-winding via Perpetual rotorPower reserve: Approximately 55 hoursBracelet: Oyster, flat three-piece linksBracelet material: Yellow Rolesor - combination of Oystersteel and 18 ct yellow goldClasp: Folding Oysterclasp with Easylink 5 mm comfort extension linkDial: Silver set with diamondsGem-setting: Diamonds in 18 ct gold settingsCertification: Superlative Chronometer (COSC + Rolex certification after casing)Notice: Thereplica Rolex Datejust m278343rbr-0019 is look perfect,inside the watch is Asian Movement,Automatic or Quartz(if the watch have Chronograph or Genuine is quartz).No Genuine Box and paper default,If you need,you can buy one on our site.","('No, 100% certain.',)","('No, 0%',)",0,0,0
 Title: 30'' HIGH BACKLESS BLACK-ANTIQUE GOLD METAL INDOOR-OUTDOOR BARSTOOL  Price: 45.15 USD  Description: Shipping Weight: 15 lbs. Seat Size: 12''W x 12''D Seat Height: 30''H Overall Width: 17''W Overall Depth: 17''D Overall Height: 30''H Weight Capacity: 500.000 lbs. Outbound Shipping: **4 Per Box**Additional Info: Stackable Industrial Style Modern Stool 500 lb. Weight Capacity Stacks 4 to 8 High Backless Design Drain Hole in Seat Seat Size: 12''W Black-Antique Gold Powder Coat Finish Galvanized Steel Construction Cross Brace under seat provides extra stability Plastic Caps on cross brace protect finish when stacked Footrest Protective Plastic Floor Glides Lightweight Design Designed for Indoor and Outdoor Use Designed for Commercial and Residential Use, Title: 30'' HIGH BACKLESS METAL INDOOR-OUTDOOR BARSTOOL WITH SQUARE SEAT  Price: 41.65 USD  Description: Shipping Weight: 15 lbs. Seat Size: 12''W x 12''D Seat Height: 30''H Overall Width: 17''W Overall Depth: 17''D Overall Height: 30''H Weight Capacity: 500.000 lbs. Outbound Shipping: **4 Per Box** Additional Info: Stackable Industrial Style Modern Stool 500 lb. Weight Capacity Stacks 4 to 8 High Backless Design Drain Hole in Seat Seat Size: 12''W Powder Coat Finish Galvanized Steel Construction Cross Brace under seat provides extra stability Plastic Caps on cross brace protect finish when stacked Footrest Protective Plastic Floor Glides Lightweight Design Designed for Indoor and Outdoor Use Designed for Commercial and Residential Use,"('Yes, 95%',)","('Yes, 90%.',)",0,1,1
 Title: TUDOR BLACK BAY H AUT ACE PEPSI TELA  Price: 80600 MXN,Brand: SHIMANO  Title: Shimano Plaquettes De Frein Mtal G04TI  Price: 18.95 EUR  Description: Rf. :Y8LW98010Description,"('No, 100%',)","('No, 100%',)",0,0,0
 Title: Zeiss Batis 135mm f 2.8 Sony E | 2 Years Warranty  Price: 1261 EUR, Title: Nikon AF-S Nikkor 400mm f2.8 E FL ED VR | 2 Years Warranty  Price: 8703 EUR,"('No, 100%',)","('No, 95% certainty.',)",0,0,0
Brand: SKOUTS HONOR  Title: SKOUTS HONOR SKOUT'S HONOR SHAM COND 16OZ  Price: 20.99 USD,Brand: Skouts Honor  Title: Skout D Shmpo Cond Unscnt 16oz  Price: 21.99 USD  Description: Skout'S Honor Dog Shampoo Conditioner Unscented 16oz,"('Yes, 85%',)","('Yes, 85%',)",0,1,1
" Title: Seagate Backup Plus Slim 2 To - Gris  Price: 89.99 EUR  Description: Disque dur externe 2.5"" - USB 3.0", Title: Seagate Backup Plus Slim 2TB silber,"('Yes, 90%',)","('Yes, 95%',)",0,1,1
 Title: RF 24-105MM F4-7.1 IS STM STANDARD ZOOM LENS FOR RF MOUNT CAMERAS - BLACK  Price: 399.99 USD  Description: Compatible with Canon EOS R and EOS RP cameras with RF mount; optical image stabilization; leadscrew-type STM motor; 67mm filter size; 0.66' minimum focus distance; up to 0.5x magnification,Brand: Canon  Title: Canon EF-M 11-22mm F4-5.6 IS M Mount Lens  Price: 495 AUD  Description: Canon EF-M 11-22mm F4-5.6 IS M Mount Lens,"('No, 95%',)","('No, 85%',)",0,0,0
" Title: Canon CLI271XL Magenta Ink Cartridge Remanufactured  Price: 11.95 USD  Description: Crazy Inkjets is a leading supplier of high quality printing supplies for your Canon CLI271M printer cartridge. CrazyInkjets products are guaranteed to meet or exceed the quality, reliability and yield standards of the original equipment remanufacturer. The units are tested to ensure compliance with original specifications and performance criteria and offer a sound and economical alternative to the expensive brand-name products."," Title: Canon 6664B001AA (PFI-306G) Ink Cartridge, Green , OEM  Price: 272.99 USD  Description: OEM Canon PFI-306G Green Ink CartridgeCompatible with:imagePROGRAF iPF8300imagePROGRAF iPF8400imagePROGRAF iPF8400SEimagePROGRAF iPF9400imagePROGRAF iPF9400S","('No, 95%',)","('No, 95%',)",0,0,0
 Title: TUDOR BLACK BAY H AUT 2T  Price: 121150 MXN," Title: TUDOR Black Bay Steel & Gold (M79733N-0008)  Price: 5200.00 USD  Description: Case: 41-mm steel case with polished and satin finish Bezel: Unidirectional rotating bezel in yellow gold with 60-minute graduated matte black anodized aluminum disk, gold markings Movement: Manufacture Caliber MT5612 (COSC) Self-winding mechanical movement with bidirectional rotor system Dial: Black, domed Winding Crown: Yellow gold screw-down winding crown, with the TUDOR rose engraved and lacquered in black, with black anodized aluminum winding crown tube Crystal: Domed sapphire crystal Waterproof: Waterproof to 200 m (660 ft) Bracelet: Steel and gold bracelet with folding clasp and safety catch","('No, 85%',)","('No, I am 85% certain.',)",1,0,0
 Title: iPhone SE Screen - Fix Kit   Black   New   Fix Kit   White   New   Part Only   Black   New   Part Only   White   New  Price: 44.99 USD  Description: Front Glass Digitizer Panel4.0 inch 640 x 1136 pixel IPS LCD DisplayFront Camera AssemblyEarpiece SpeakerLCD Shield Plate, Title: iPhone 7 Plus Lightning Connector Assembly - Gray   New   Fix Kit   Nieuw   White   New   Fix Kit   Nieuw   Black   New   Fix Kit   Nieuw   Gray   New   Part Only   Nieuw   White   New   Part Only   Nieuw   Black   New   Part Only   Nieuw  Price: 44.99 USD  Description: Lightning ConnectorCellular AntennaDual Microphones,"('No, 95%',)","('No, 95%',)",0,0,0
" Title: MASTER TL5 HE 14W 865 1SL  Price: 6,38 PLN  Description: Philips MASTER TL5 HE 14W 865 1SL, EAN: 8711500710093",Brand: PHILIPS  Title: G5 Fluorescent Lamp T5 14w 6500K  865 DayLight PHILIPS  Price: 1.92,"('No, 80%',)","('No, 75%',)",1,0,0
" Title: Lezyne Sport Floor Drive ABS-1 Pro Black  Price: 34.99 EUR  Description: Steel barrel and piston, molded composite matrix base. Large 2.5 inch gauge. 220 psi max. Extra long, high strength hose with composite matrix couplers. Durable, painted finish with varnished wood handle. ABS-1 Pro.Features :Black ColorWeight : 1400gMax pressure : 220 psi   15 bar.Dimensions : 20 x 25 x 66.5cm","Brand: Lezyne  Title: Lezyne Classic Floor Pump (Black)  Price: 69.99 USD  Description: The Classic Drive Pump features parts made from gleaming CNC machined aluminum.Features:All parts are custom, CNC machined aluminum47\"" 120cm extra-long, premium-grade hoseOversized 2.5\"" diameter gauge assembly, 220psi max100% aluminum Flip-Thread chuck threads securely to both Presta and Schrader valvesFlip-Thread chuck and hose threads securely to foot when not in useABS-1 (Air-Bleed-System) technology depressurizes the pump hose and reduces the challenge of unthreading removable presta valve cores after inflationLong travel piston with reduced barrel diameter lowers required pumping effort This product was added to our catalog on April 25, 2018","('No, 85%',)","('No, I am 80% certain.',)",1,0,0
" Title: Acer B247Y 23.8"" 1920x1080 4ms Full HD HDMI VGA LED Monitor  Price: 162.87 GBP  Description: Acer B247Y 23.8"" 1920x1080 4ms Full HD HDMI VGA LED Monitor",Brand: Carl Zeiss  Title: Carl Zeiss Zeiss Batis 135mm f 2.8 Lens for Sony E Mount  Price: 1699.99 USD,"('No, 100%',)","('No, 100%',)",0,0,0
"Brand: GARMIN  Title: GARMIN Garmin Striker 4 FishfinderQuickdraw Contour  Price: 159.99 CAD  Description: Finding fish is easier than ever with STRIKER 4 fishfinder. Mark and return to your hot spots, boat ramps and docks, and share your favorite waypoints and routes with other STRIKER and echoMAP™ combos. Smooth Scaling™ graphics provide uninterrupted imager", Title: GarminStriker Fishfinder w Gps & Crirp Sonar  Price: 229.98 CAD,"('No, 70%',)","('Yes, 90%',)",1,0,1
 Title: Omega Seamaster 215.33.40.20.01.001,Brand: Omega  Title: Omega Seamaster Planet Ocean 600m Co-Axial Master Chronometer 39.5mm Automatic Black Dial Steel Mens Watch  Price: 33689.0 HKD,"('No, 85%',)","('No, I am 85% certain.',)",1,0,0
" Title: 70mm X 120mm Tarot Card Board Game Sleeves 50ct  Price: 3.5E0 GBP  Description: Ultra clear, archival-grade sleeves for board game cards with Ultra PRO's hologram quality seal. Protects and extends the life of board game cards. 50-count packs. Fits Tarot Card size 70mm x 120mm."," Title: FILTER, 7-OF, METALS SULFUR T&O REDUCTION CARTRIDGE, 1 PK  Price: 121.66 USD","('No, 100%',)","('No, 100%',)",0,0,0
